,Mot1,Mot2,Cat1,Cat2,Sem1,Sem2
47172,finisseuse,finisseur,Ncfs,Ncms,@AGF,@AGM
47181,fioritureur,fioriture,Ncms,Ncfs,@AGM,@ACT
47182,fioritureur,fioriture,Ncms,Ncfs,@AGM,@RES
47183,fioritureur,fioriturer,Ncms,Vmn----,@AGM,@
47222,fixateur,fixer,Ncms,Vmn----,@AGM,@
47242,flagellateur,flagellation,Ncms,Ncfs,@AGM,@ACT
47243,flagellateur,flagellation,Ncms,Ncfs,@AGM,@RES
47244,flagellateur,flagellatrice,Ncms,Ncfs,@AGM,@AGF
47245,flagellateur,flageller,Ncms,Vmn----,@AGM,@
47251,flagellatrice,flagellateur,Ncfs,Ncms,@AGF,@AGM
47252,flagellatrice,flagellation,Ncfs,Ncfs,@AGF,@ACT
47253,flagellatrice,flagellation,Ncfs,Ncfs,@AGF,@RES
47254,flagellatrice,flageller,Ncfs,Vmn----,@AGF,@
47272,flagorneur,flagorner,Ncms,Vmn----,@AGM,@
47273,flagorneur,flagorner,Ncms,Vmn----,@AGM,@
47274,flagorneur,flagorneuse,Ncms,Ncfs,@AGM,@AGF
47275,flagorneuse,flagorner,Ncfs,Vmn----,@AGF,@
47276,flagorneuse,flagorner,Ncfs,Vmn----,@AGF,@
47277,flagorneuse,flagorneur,Ncfs,Ncms,@AGF,@AGM
47288,flaireur,flairer,Ncms,Vmn----,@AGM,@
47289,flaireur,flaireuse,Ncms,Ncfs,@AGM,@AGF
47290,flaireuse,flairer,Ncfs,Vmn----,@AGF,@
47291,flaireuse,flaireur,Ncfs,Ncms,@AGF,@AGM
47320,flambeur,flambage,Ncms,Ncms,@AGM,@ACT
47321,flambeur,flambage,Ncms,Ncms,@AGM,@RES
47322,flambeur,flambement,Ncms,Ncms,@AGM,@ACT
47323,flambeur,flambement,Ncms,Ncms,@AGM,@RES
47324,flambeur,flamber,Ncms,Vmn----,@AGM,@
47325,flambeur,flamber,Ncms,Vmn----,@AGM,@
47352,flancheur,flanchage,Ncms,Ncms,@AGM,@ACT
47353,flancheur,flanchage,Ncms,Ncms,@AGM,@RES
47354,flancheur,flancher,Ncms,Vmn----,@AGM,@
47355,flancheur,flancher,Ncms,Vmn----,@AGM,@
47364,flâneur,flâner,Ncms,Vmn----,@AGM,@
47365,flâneur,flâner,Ncms,Vmn----,@AGM,@
47366,flâneur,flâneuse,Ncms,Ncfs,@AGM,@AGF
47367,flâneuse,flâner,Ncfs,Vmn----,@AGF,@
47368,flâneuse,flâner,Ncfs,Vmn----,@AGF,@
47369,flâneuse,flâneur,Ncfs,Ncms,@AGF,@AGM
47389,flanqueur,flanquer,Ncms,Vmn----,@AGM,@
47400,flatteur,flatter,Ncms,Vmn----,@AGM,@
47401,flatteur,flatteuse,Ncms,Ncfs,@AGM,@AGF
47402,flatteuse,flatter,Ncfs,Vmn----,@AGF,@
47403,flatteuse,flatter,Ncfs,Vmn----,@AGF,@
47404,flatteuse,flatteur,Ncfs,Ncms,@AGF,@AGM
47431,fléchisseur,fléchir,Ncms,Vmn----,@AGM,@
47432,fléchisseur,fléchir,Ncms,Vmn----,@AGM,@
47433,fléchisseur,fléchissement,Ncms,Ncms,@AGM,@ACT
47434,fléchisseur,fléchissement,Ncms,Ncms,@AGM,@RES
47451,flétrisseur,flétrir,Ncms,Vmn----,@AGM,@
47452,flétrisseur,flétrir,Ncms,Vmn----,@AGM,@
47453,flétrisseur,flétrissement,Ncms,Ncms,@AGM,@ACT
47454,flétrisseur,flétrissement,Ncms,Ncms,@AGM,@RES
47472,fleureteur,fleuretage,Ncms,Ncms,@AGM,@ACT
47473,fleureteur,fleuretage,Ncms,Ncms,@AGM,@RES
47474,fleureteur,fleureter,Ncms,Vmn----,@AGM,@
47475,fleureteur,fleureter,Ncms,Vmn----,@AGM,@
47542,flirteur,flirtage,Ncms,Ncms,@AGM,@ACT
47543,flirteur,flirtage,Ncms,Ncms,@AGM,@RES
47544,flirteur,flirtation,Ncms,Ncfs,@AGM,@ACT
47545,flirteur,flirtation,Ncms,Ncfs,@AGM,@RES
47546,flirteur,flirter,Ncms,Vmn----,@AGM,@
47547,flirteur,flirter,Ncms,Vmn----,@AGM,@
47548,flirteur,flirteuse,Ncms,Ncfs,@AGM,@AGF
47549,flirteuse,flirtation,Ncfs,Ncfs,@AGF,@ACT
47550,flirteuse,flirtation,Ncfs,Ncfs,@AGF,@RES
47551,flirteuse,flirter,Ncfs,Vmn----,@AGF,@
47552,flirteuse,flirter,Ncfs,Vmn----,@AGF,@
47553,flirteuse,flirteur,Ncfs,Ncms,@AGF,@AGM
47578,floriculteur,floricultrice,Ncms,Ncfs,@AGM,@AGF
47579,floriculteur,floriculture,Ncms,Ncfs,@AGM,@ACT
47580,floriculteur,floriculture,Ncms,Ncfs,@AGM,@RES
47581,floricultrice,floriculteur,Ncfs,Ncms,@AGF,@AGM
47582,floricultrice,floriculture,Ncfs,Ncfs,@AGF,@ACT
47583,floricultrice,floriculture,Ncfs,Ncfs,@AGF,@RES
47643,flotteur,flottage,Ncms,Ncms,@AGM,@ACT
47644,flotteur,flottage,Ncms,Ncms,@AGM,@RES
47645,flotteur,flottement,Ncms,Ncms,@AGM,@ACT
47646,flotteur,flottement,Ncms,Ncms,@AGM,@RES
47647,flotteur,flotter,Ncms,Vmn----,@AGM,@
47648,flotteur,flotter,Ncms,Vmn----,@AGM,@
47657,floueur,flouer,Ncms,Vmn----,@AGM,@
47658,floueur,flouer,Ncms,Vmn----,@AGM,@
47659,floueur,floueuse,Ncms,Ncfs,@AGM,@AGF
47660,floueuse,flouer,Ncfs,Vmn----,@AGF,@
47661,floueuse,flouer,Ncfs,Vmn----,@AGF,@
47662,floueuse,floueur,Ncfs,Ncms,@AGF,@AGM
47708,flûteur,flûtage,Ncms,Ncms,@AGM,@ACT
47709,flûteur,flûtage,Ncms,Ncms,@AGM,@RES
47710,flûteur,flûter,Ncms,Vmn----,@AGM,@
47711,flûteur,flûter,Ncms,Vmn----,@AGM,@
47712,flûteur,flûteuse,Ncms,Ncfs,@AGM,@AGF
47713,flûteuse,flûter,Ncfs,Vmn----,@AGF,@
47714,flûteuse,flûter,Ncfs,Vmn----,@AGF,@
47715,flûteuse,flûteur,Ncfs,Ncms,@AGF,@AGM
47728,focaliseur,focaliser,Ncms,Vmn----,@AGM,@
47773,folioteur,foliotage,Ncms,Ncms,@AGM,@ACT
47774,folioteur,foliotage,Ncms,Ncms,@AGM,@RES
47775,folioteur,folioter,Ncms,Vmn----,@AGM,@
47776,folioteur,folioter,Ncms,Vmn----,@AGM,@
47777,folioteur,folioteuse,Ncms,Ncfs,@AGM,@AGF
47778,folioteuse,foliotage,Ncfs,Ncms,@AGF,@ACT
47779,folioteuse,foliotage,Ncfs,Ncms,@AGF,@RES
47780,folioteuse,folioter,Ncfs,Vmn----,@AGF,@
47781,folioteuse,folioter,Ncfs,Vmn----,@AGF,@
47782,folioteuse,folioteur,Ncfs,Ncms,@AGF,@AGM
47783,fomentateur,fomentation,Ncms,Ncfs,@AGM,@ACT
47784,fomentateur,fomentation,Ncms,Ncfs,@AGM,@RES
47785,fomentateur,fomentatrice,Ncms,Ncfs,@AGM,@AGF
47786,fomentateur,fomenter,Ncms,Vmn----,@AGM,@
47787,fomentateur,fomenter,Ncms,Vmn----,@AGM,@
47788,fomentateur,fomenteur,Ncms,Ncms,@AGM,@AGM
47800,fomentatrice,fomentateur,Ncfs,Ncms,@AGF,@AGM
47801,fomentatrice,fomentation,Ncfs,Ncfs,@AGF,@ACT
47802,fomentatrice,fomentation,Ncfs,Ncfs,@AGF,@RES
47803,fomentatrice,fomenter,Ncfs,Vmn----,@AGF,@
47804,fomentatrice,fomenter,Ncfs,Vmn----,@AGF,@
47805,fomentatrice,fomenteur,Ncfs,Ncms,@AGF,@AGM
47817,fomenteur,fomentateur,Ncms,Ncms,@AGM,@AGM
47818,fomenteur,fomentation,Ncms,Ncfs,@AGM,@ACT
47819,fomenteur,fomentation,Ncms,Ncfs,@AGM,@RES
47820,fomenteur,fomentatrice,Ncms,Ncfs,@AGM,@AGF
47821,fomenteur,fomenter,Ncms,Vmn----,@AGM,@
47822,fomenteur,fomenter,Ncms,Vmn----,@AGM,@
47835,fonceur,foncer,Ncms,Vmn----,@AGM,@
47836,fonceur,fonceuse,Ncms,Ncfs,@AGM,@AGF
47837,fonceuse,fonçage,Ncfs,Ncms,@AGF,@ACT
47838,fonceuse,fonçage,Ncfs,Ncms,@AGF,@RES
47839,fonceuse,foncer,Ncfs,Vmn----,@AGF,@
47840,fonceuse,fonceur,Ncfs,Ncms,@AGF,@AGM
47841,foncteur,fonction,Ncms,Ncfs,@AGM,@ACT
